PID,Benchmark,WCET,Period,Deadline,Criticality,TempSens,LoadSens,Energy,Predecessors
T10739,PapaBench,0.79,200.41,68.3,Low,1.25,1.18,0.9,T10738
T10740,MiBench,36.24,167.13,127.55,High,1.16,0.82,43.85,T10739
T10741,EEMBC,4.09,185.19,14.8,Low,1.15,1.2,5.07,T9600
T10742,PapaBench,1.49,159.68,59.22,High,0.88,1.07,1.12,T10741
T10743,PapaBench,4.82,32.79,25.95,High,1.19,1.23,3.37,T10742
T10744,PapaBench,2.23,64.54,54.52,High,1.3,0.91,2.41,T10743
T10745,Malardalen,0.45,44.38,25.83,High,1.39,0.97,0.36,T10744
T10746,PapaBench,2.23,192.29,183.32,High,1.11,1.08,2.32,T10745
T10747,PapaBench,2.0,129.17,125.24,Low,0.99,0.89,2.4,T10746
T10748,EEMBC,10.5,103.38,46.5,High,1.03,1.37,24.57,T10747
T10749,Malardalen,0.51,27.13,12.07,High,1.13,0.83,0.38,T10748
T10750,EEMBC,17.03,112.71,80.48,Low,0.86,0.99,22.82,T10749
T10751,TACLeBench,17.89,100.2,92.47,Low,1.02,1.38,25.76,T8867
T10752,MiBench,24.76,140.23,65.94,High,1.42,0.98,37.14,T10751
T10753,PapaBench,2.61,100.45,89.16,Low,0.99,0.8,2.92,T10752
T10754,PapaBench,3.73,55.3,36.42,Low,1.1,1.12,2.98,T10753
T10755,MiBench,8.79,304.16,88.93,Low,0.83,1.17,16.96,T10754
T10756,EEMBC,28.26,52.24,47.68,High,0.8,1.38,44.65,T10755
T10757,MiBench,5.22,240.46,105.58,Low,1.19,0.87,9.92,T10756
T10758,PapaBench,3.45,211.27,162.89,High,1.44,0.88,2.97,T10757
T10759,TACLeBench,4.65,148.94,30.84,Low,0.94,0.85,4.37,T10758
T10760,EEMBC,3.47,70.19,56.34,Low,1.19,1.27,4.2,T10759
T10761,Malardalen,0.72,70.2,17.2,High,1.31,0.84,0.49,T4992
T10762,EEMBC,9.37,88.41,65.5,Low,1.32,1.12,22.3,T10761
T10763,Malardalen,0.44,92.25,26.77,High,1.28,1.1,0.26,T10762
T10764,MiBench,5.19,370.91,278.61,Low,1.12,0.99,7.94,T10763
T10765,PapaBench,3.66,221.99,164.22,Low,1.0,1.09,3.77,T10764
T10766,EEMBC,13.34,216.66,204.98,Low,1.15,1.33,31.08,T10765
T10767,PapaBench,0.67,230.89,89.5,High,1.49,1.06,0.6,T10766
T10768,MiBench,47.0,246.97,162.95,Low,1.01,1.18,47.47,T10767
T10769,TACLeBench,11.79,88.58,26.46,Low,1.31,0.81,15.33,T10768
T10770,Malardalen,0.14,82.55,52.33,High,1.13,1.38,0.14,T10769
T10771,Malardalen,0.92,41.86,9.78,Low,1.26,1.16,0.71,T9043
T10772,EEMBC,24.13,204.63,180.78,Low,0.99,1.01,55.98,T10771
T10773,MiBench,21.03,396.31,119.5,High,1.07,1.26,26.5,T10772
T10774,PapaBench,1.74,222.17,110.78,Low,1.13,1.33,1.25,T10773
T10775,PapaBench,3.45,60.63,38.32,High,1.24,1.08,4.07,T10774
T10776,TACLeBench,14.57,126.19,64.77,Low,1.34,1.33,20.69,T10775
T10777,MiBench,6.36,348.42,148.75,Low,1.08,1.33,12.02,T10776
T10778,EEMBC,25.56,286.97,228.09,Low,1.41,1.23,39.36,T10777
T10779,EEMBC,2.7,269.2,85.54,Low,1.34,0.96,3.24,T10778
T10780,PapaBench,2.14,234.68,199.03,High,0.93,1.29,1.54,T10779
T10781,EEMBC,22.56,198.09,108.5,Low,1.08,1.02,55.72,T2381
T10782,Malardalen,0.26,48.92,9.7,High,0.93,0.9,0.24,T10781
T10783,TACLeBench,18.46,155.1,63.26,High,1.23,1.06,18.83,T10782
T10784,TACLeBench,8.15,106.2,81.96,Low,0.83,1.2,10.92,T10783
T10785,PapaBench,0.21,91.78,6.51,High,1.38,1.33,0.19,T10784
T10786,TACLeBench,18.77,192.99,187.22,Low,1.42,0.82,22.15,T10785
T10787,TACLeBench,2.62,57.15,21.82,Low,1.46,1.04,3.14,T10786
T10788,MiBench,29.39,149.87,57.85,High,1.1,0.91,32.62,T10787
T10789,MiBench,22.0,209.28,151.42,Low,1.19,1.18,28.6,T10788
T10790,Malardalen,0.71,67.03,55.71,High,1.12,1.33,0.35,T10789
T10791,TACLeBench,2.03,88.62,24.92,Low,1.3,1.33,2.84,T7776
T10792,Malardalen,1.14,20.28,20.06,High,1.08,1.33,1.0,T10791
T10793,Malardalen,1.72,75.15,57.85,High,0.96,1.4,1.38,T10792
T10794,MiBench,27.19,139.67,81.68,Low,1.42,1.21,31.27,T10793
T10795,PapaBench,4.91,56.93,49.99,High,1.25,1.14,3.49,T10794
T10796,TACLeBench,3.4,156.38,146.12,Low,1.13,1.21,4.42,T10795
T10797,Malardalen,1.59,23.03,22.23,Low,0.89,1.05,1.45,T10796
T10798,PapaBench,0.62,39.22,28.83,High,0.84,1.13,0.59,T10797
T10799,Malardalen,1.19,64.33,13.72,Low,0.9,1.07,0.76,T10798
T10800,Malardalen,1.07,75.38,73.72,High,1.34,1.2,0.63,T10799
T10801,PapaBench,2.42,89.75,66.71,High,1.38,0.98,2.25,T7343
T10802,MiBench,38.41,195.38,150.25,Low,1.26,0.83,48.4,T10801
T10803,TACLeBench,10.0,161.09,56.95,Low,1.19,0.97,14.2,T10802
T10804,TACLeBench,9.27,184.06,13.37,Low,1.07,1.04,8.25,T10803
T10805,MiBench,48.94,206.93,144.1,Low,0.92,0.94,66.07,T10804
T10806,PapaBench,4.44,144.13,62.69,High,1.3,1.11,2.89,T10805
T10807,EEMBC,6.48,59.51,17.99,High,1.22,1.02,8.16,T10806
T10808,PapaBench,1.48,177.51,106.86,Low,0.92,1.23,0.98,T10807
T10809,MiBench,13.18,454.05,89.61,Low,1.12,1.26,16.48,T10808
T10810,PapaBench,2.25,172.84,67.9,Low,1.32,1.33,1.44,T10809
T10811,MiBench,30.44,306.04,220.69,Low,0.9,1.26,56.01,T9838
T10812,PapaBench,3.76,169.64,160.99,Low,0.98,1.38,3.23,T10811
T10813,MiBench,35.05,331.35,75.99,High,0.83,1.25,41.71,T10812
T10814,TACLeBench,15.2,195.42,149.43,High,0.94,1.03,20.06,T10813
T10815,TACLeBench,10.72,93.66,50.32,High,1.41,1.25,14.58,T10814
T10816,EEMBC,12.78,261.1,119.6,Low,1.31,1.19,21.73,T10815
T10817,EEMBC,22.39,214.74,148.64,Low,0.87,0.83,39.41,T10816
T10818,EEMBC,25.86,262.3,93.58,Low,0.82,1.03,56.37,T10817
T10819,TACLeBench,2.27,165.41,28.39,Low,0.85,1.07,1.95,T10818
T10820,MiBench,26.3,438.58,337.94,Low,0.81,0.97,49.71,T10819
T10821,TACLeBench,12.35,60.13,18.31,Low,1.49,1.23,11.49,T5814
T10822,EEMBC,22.14,146.56,76.59,High,0.93,0.97,34.98,T10821
T10823,PapaBench,3.88,144.86,129.2,High,0.84,0.81,3.69,T10822
T10824,Malardalen,1.71,10.81,10.58,Low,0.87,1.09,1.44,T10823
T10825,EEMBC,5.88,87.14,86.13,High,1.24,1.0,13.23,T10824
T10826,PapaBench,1.21,143.7,108.95,High,1.24,1.29,0.75,T10825
T10827,MiBench,49.71,478.9,410.78,Low,1.21,0.94,89.48,T10826
T10828,TACLeBench,17.78,195.66,151.47,Low,0.92,0.81,25.96,T10827
T10829,MiBench,47.33,300.18,193.7,Low,1.15,1.14,53.96,T10828
T10830,Malardalen,0.14,78.68,10.11,High,1.07,1.17,0.12,T10829
T10831,Malardalen,0.63,96.57,56.25,Low,1.07,1.36,0.54,T2520
T10832,TACLeBench,3.42,110.12,100.83,High,1.48,1.38,4.51,T10831
T10833,EEMBC,15.37,256.49,47.66,High,1.18,1.25,28.74,T10832
T10834,PapaBench,2.72,137.8,52.66,High,0.81,1.12,2.8,T10833
T10835,Malardalen,1.25,70.3,67.61,High,1.21,0.94,0.7,T10834
T10836,TACLeBench,9.12,191.12,67.43,Low,0.87,0.96,9.67,T10835
T10837,Malardalen,0.25,45.85,38.1,High,1.19,1.2,0.17,T10836
T10838,PapaBench,2.1,241.77,159.08,Low,1.25,1.35,1.93,T10837
T10839,MiBench,40.49,325.01,172.68,Low,0.86,0.93,62.76,T10838
T10840,PapaBench,0.97,171.72,163.34,High,0.82,1.16,0.75,T10839
T10841,Malardalen,1.61,61.89,43.2,High,1.33,1.06,0.85,T2426
T10842,Malardalen,0.4,70.25,2.21,Low,1.02,1.1,0.33,T10841
T10843,Malardalen,1.84,85.82,77.83,High,0.97,1.13,1.49,T10842
T10844,MiBench,5.9,247.11,194.14,High,1.39,1.38,8.85,T10843
T10845,TACLeBench,12.07,105.42,75.03,Low,1.26,1.05,14.73,T10844
T10846,TACLeBench,1.57,77.99,60.59,Low,1.13,1.07,2.28,T10845
T10847,TACLeBench,3.85,171.33,139.57,High,1.34,0.91,4.58,T10846
T10848,EEMBC,19.65,236.82,107.44,High,1.13,0.83,38.71,T10847
T10849,TACLeBench,1.88,191.11,190.65,Low,1.08,0.97,2.24,T10848
T10850,EEMBC,14.38,143.32,68.4,High,0.92,1.27,24.45,T10849
T10851,Malardalen,0.52,92.79,63.17,High,1.33,0.88,0.35,T6728
T10852,TACLeBench,16.48,90.33,62.79,High,0.88,1.23,15.66,T10851
T10853,MiBench,37.5,241.24,148.58,Low,1.27,1.05,50.25,T10852
T10854,MiBench,17.12,121.66,53.15,Low,1.39,1.36,26.02,T10853
T10855,TACLeBench,4.93,96.06,11.42,High,1.45,1.0,5.87,T10854
T10856,PapaBench,1.99,105.72,91.07,Low,1.15,0.94,1.41,T10855
T10857,MiBench,47.0,439.9,290.88,Low,1.42,1.29,76.14,T10856
T10858,MiBench,20.44,112.04,49.94,Low,1.29,1.31,26.98,T10857
T10859,MiBench,47.25,343.44,133.95,Low,1.37,1.26,50.09,T10858
T10860,Malardalen,0.71,69.29,4.69,High,1.18,1.34,0.56,T10859
T10861,EEMBC,7.8,119.58,110.27,Low,1.37,1.06,11.39,T2182
T10862,PapaBench,0.78,39.4,35.42,Low,1.49,1.17,0.9,T10861
T10863,EEMBC,23.56,225.61,79.32,Low,0.95,1.1,34.87,T10862
T10864,TACLeBench,9.04,132.89,86.52,Low,1.06,1.15,10.31,T10863
T10865,Malardalen,1.9,45.92,5.81,Low,1.1,1.34,1.37,T10864
T10866,PapaBench,3.66,102.48,94.94,High,1.19,1.29,3.99,T10865
T10867,MiBench,39.92,405.94,95.72,High,1.12,1.1,56.69,T10866
T10868,PapaBench,3.89,128.86,23.18,High,1.23,1.2,4.2,T10867
T10869,PapaBench,4.12,132.73,36.35,Low,1.48,1.17,3.54,T10868
T10870,PapaBench,3.96,49.66,21.03,High,1.44,0.87,4.47,T10869
T10871,EEMBC,2.94,163.13,156.37,Low,1.3,0.95,5.64,T8240
T10872,MiBench,49.92,312.83,137.94,Low,1.19,0.89,74.38,T10871
T10873,EEMBC,23.83,128.52,84.95,High,1.21,1.38,45.75,T10872
T10874,PapaBench,0.76,155.51,29.03,Low,0.94,0.81,0.74,T10873
T10875,Malardalen,1.02,58.87,26.83,High,1.5,1.14,0.65,T10874
T10876,Malardalen,1.6,42.5,41.1,High,1.48,1.28,0.94,T10875
T10877,PapaBench,3.02,87.56,28.4,Low,1.1,1.13,2.57,T10876
T10878,TACLeBench,18.73,71.7,33.37,Low,0.81,0.96,25.47,T10877
T10879,EEMBC,29.08,233.06,50.71,High,1.49,0.81,62.81,T10878
T10880,PapaBench,1.21,163.64,47.95,Low,1.15,0.82,0.82,T10879
T10881,TACLeBench,4.45,68.99,23.78,High,0.9,1.1,5.74,T3006
T10882,EEMBC,18.15,53.04,38.32,High,1.36,0.92,33.94,T10881
T10883,MiBench,39.54,268.46,61.82,Low,1.49,0.85,76.71,T10882
T10884,TACLeBench,15.27,128.27,62.29,High,1.37,0.96,17.71,T10883
T10885,EEMBC,25.29,266.1,229.62,High,1.35,1.28,55.13,T10884
T10886,MiBench,16.86,487.95,139.51,High,0.94,1.17,32.88,T10885
T10887,TACLeBench,11.1,156.35,65.49,High,1.11,1.36,13.32,T10886
T10888,TACLeBench,6.81,131.15,12.25,Low,1.41,0.96,8.38,T10887
T10889,Malardalen,1.66,41.9,36.46,High,1.25,1.29,1.2,T10888
T10890,Malardalen,1.95,83.02,77.93,High,1.23,1.38,1.7,T10889
T10891,EEMBC,9.32,272.93,213.15,High,0.96,0.9,13.42,T7303
T10892,Malardalen,1.37,88.46,50.52,High,1.17,1.15,1.27,T10891
T10893,PapaBench,0.15,122.14,96.35,High,1.1,0.85,0.14,T10892
T10894,EEMBC,5.73,195.79,163.96,Low,0.91,1.07,10.72,T10893
T10895,PapaBench,0.54,210.85,166.41,High,1.06,0.86,0.38,T10894
T10896,EEMBC,25.69,140.95,59.72,High,1.35,1.08,44.19,T10895
T10897,PapaBench,4.23,126.69,42.92,Low,0.87,1.34,4.78,T10896
T10898,EEMBC,19.1,161.86,44.38,High,1.26,1.31,25.4,T10897
T10899,MiBench,22.59,366.2,165.89,High,1.28,1.03,25.3,T10898
T10900,TACLeBench,16.0,88.98,56.39,Low,1.02,1.35,23.04,T10899
T10901,Malardalen,1.66,59.24,26.78,High,1.13,0.98,1.29,T982
T10902,PapaBench,3.23,211.25,34.8,Low,0.99,0.94,2.07,T10901
T10903,Malardalen,1.19,20.93,2.05,High,1.33,1.05,0.64,T10902
T10904,TACLeBench,13.0,127.25,21.49,High,1.21,1.06,15.6,T10903
T10905,EEMBC,23.15,145.52,96.69,Low,1.4,1.18,53.94,T10904
T10906,Malardalen,1.61,22.01,2.78,Low,1.1,1.26,0.9,T10905
T10907,PapaBench,4.22,165.66,27.12,High,1.09,1.15,2.7,T10906
T10908,TACLeBench,7.18,154.36,43.73,High,0.81,0.87,7.61,T10907
T10909,MiBench,8.85,215.69,214.63,Low,1.49,0.91,14.87,T10908
T10910,PapaBench,1.71,225.71,47.35,High,1.16,0.96,1.88,T10909
T10911,Malardalen,1.58,64.46,42.16,High,0.98,1.25,1.37,T6404
T10912,Malardalen,1.36,53.83,50.55,Low,1.0,0.97,0.98,T10911
T10913,TACLeBench,16.91,124.32,28.13,Low,0.92,1.31,15.39,T10912
T10914,PapaBench,2.68,106.68,82.25,High,1.48,1.03,2.57,T10913
T10915,EEMBC,10.1,272.9,142.08,Low,1.1,1.05,22.52,T10914
T10916,EEMBC,20.57,69.52,68.75,Low,0.98,1.26,40.73,T10915
T10917,Malardalen,0.47,88.28,50.49,High,1.13,1.4,0.4,T10916
T10918,TACLeBench,9.32,51.78,14.94,Low,0.8,1.14,10.16,T10917
T10919,Malardalen,1.39,39.5,26.31,High,1.41,1.06,0.83,T10918
T10920,Malardalen,0.52,26.95,13.94,High,1.17,1.03,0.45,T10919
T10921,EEMBC,23.63,117.66,61.25,Low,1.17,1.38,37.57,T1617
T10922,PapaBench,2.29,218.25,181.04,Low,1.16,0.98,2.22,T10921
T10923,TACLeBench,0.82,94.88,59.38,High,1.34,1.4,1.18,T10922
T10924,Malardalen,1.18,98.77,88.62,High,1.37,1.13,0.72,T10923
T10925,TACLeBench,13.58,129.84,98.59,Low,1.49,0.84,16.16,T10924
T10926,MiBench,9.8,161.22,122.87,Low,1.45,1.14,14.99,T10925
T10927,EEMBC,21.04,293.11,251.72,Low,1.36,0.95,39.98,T10926
T10928,EEMBC,11.55,230.62,37.48,Low,1.5,0.87,24.37,T10927
T10929,MiBench,7.71,318.33,133.78,Low,0.93,0.98,8.02,T10928
T10930,PapaBench,2.71,148.73,70.4,High,0.9,0.84,2.47,T10929
T10931,PapaBench,0.19,200.25,188.84,High,0.83,1.29,0.13,T1743
T10932,TACLeBench,12.47,51.13,35.56,Low,1.2,1.38,12.97,T10931
T10933,MiBench,17.84,104.47,41.74,Low,1.16,1.14,29.61,T10932
T10934,TACLeBench,11.88,80.72,55.46,Low,1.48,0.92,14.26,T10933
T10935,TACLeBench,18.86,138.52,84.86,High,0.82,0.97,19.43,T10934
T10936,MiBench,15.77,249.25,45.95,Low,1.03,0.98,20.19,T10935
T10937,PapaBench,1.39,113.03,27.62,High,0.81,1.27,1.24,T10936
T10938,PapaBench,2.85,117.95,66.7,High,1.12,1.33,1.82,T10937
T10939,TACLeBench,16.63,52.33,26.41,High,1.36,1.33,23.12,T10938
T10940,MiBench,6.12,181.43,14.24,Low,1.12,0.87,11.75,T10939
T10941,MiBench,26.89,253.65,244.31,Low,1.47,1.16,44.1,T5954
T10942,MiBench,46.16,384.9,135.38,Low,1.47,1.39,89.55,T10941
T10943,MiBench,38.68,357.25,302.87,Low,1.41,1.15,66.92,T10942
T10944,EEMBC,4.15,230.46,130.96,Low,1.3,1.1,7.22,T10943
T10945,Malardalen,1.07,35.27,12.03,Low,1.33,1.23,0.72,T10944
T10946,MiBench,12.29,331.39,60.31,Low,0.89,1.25,20.89,T10945
T10947,Malardalen,1.79,20.4,18.57,High,1.21,1.22,1.59,T10946
T10948,PapaBench,2.83,98.72,13.7,Low,1.03,0.92,2.69,T10947
T10949,EEMBC,3.44,70.25,43.51,High,0.93,1.22,4.4,T10948
T10950,PapaBench,1.1,235.19,183.53,Low,1.27,0.81,1.02,T10949
T10951,Malardalen,0.47,45.24,37.16,High,1.32,1.07,0.29,T5756
T10952,PapaBench,4.69,214.39,51.91,High,1.48,1.3,5.35,T10951
T10953,MiBench,12.69,483.12,213.7,Low,1.37,1.31,16.5,T10952
T10954,Malardalen,0.7,71.03,67.49,High,0.82,0.99,0.55,T10953
T10955,MiBench,32.9,261.31,156.27,Low,1.48,0.95,57.9,T10954
T10956,MiBench,43.22,259.7,221.97,Low,1.41,1.3,82.55,T10955
T10957,Malardalen,1.31,79.38,16.89,High,0.98,0.84,0.93,T10956
T10958,TACLeBench,14.21,144.39,132.02,Low,1.01,1.1,16.34,T10957
T10959,PapaBench,3.71,147.48,19.77,High,1.15,1.08,4.38,T10958
T10960,EEMBC,25.44,225.76,51.64,Low,0.84,1.25,54.95,T10959
T10961,Malardalen,1.1,85.68,30.23,High,1.05,1.4,0.64,T916
T10962,Malardalen,0.99,39.36,5.11,Low,1.3,1.25,0.84,T10961
T10963,MiBench,25.75,365.65,141.73,Low,1.24,1.36,48.41,T10962
T10964,MiBench,44.88,162.42,113.62,High,1.37,1.3,72.71,T10963
T10965,PapaBench,3.7,44.24,4.05,High,1.06,0.95,2.78,T10964
T10966,MiBench,16.45,147.14,95.41,High,0.81,1.37,24.84,T10965
T10967,Malardalen,1.87,72.28,63.57,High,1.42,1.39,1.81,T10966
T10968,MiBench,47.0,168.05,111.17,High,1.41,1.26,66.74,T10967
T10969,Malardalen,1.97,72.71,30.96,Low,0.83,1.21,1.0,T10968
T10970,MiBench,31.07,212.28,154.89,High,0.88,0.82,37.28,T10969
T10971,Malardalen,0.88,78.15,11.39,Low,1.36,0.92,0.64,T8278
T10972,PapaBench,1.05,149.68,94.96,Low,1.15,1.03,0.75,T10971
T10973,MiBench,14.56,377.4,284.69,High,1.4,1.25,22.57,T10972
T10974,EEMBC,9.75,52.13,17.42,High,0.91,1.37,22.33,T10973
T10975,MiBench,34.97,429.38,428.44,Low,0.85,1.31,46.51,T10974
T10976,PapaBench,3.27,83.55,17.28,Low,1.4,1.33,3.14,T10975
T10977,MiBench,11.04,249.95,72.6,Low,1.18,0.98,15.24,T10976
T10978,MiBench,20.22,110.31,75.93,Low,0.85,1.09,30.94,T10977
T10979,TACLeBench,18.41,91.76,87.87,High,1.5,1.09,17.31,T10978
T10980,EEMBC,14.01,287.91,249.56,High,0.89,1.19,26.76,T10979
T10981,PapaBench,4.6,210.6,182.88,Low,0.94,1.33,4.6,T10913
T10982,MiBench,44.03,211.82,47.05,High,1.34,0.8,68.69,T10981
T10983,MiBench,20.14,275.72,242.44,Low,1.0,1.05,28.8,T10982
T10984,EEMBC,12.21,66.41,15.71,Low,1.16,1.19,16.0,T10983
T10985,MiBench,14.16,130.13,122.4,Low,1.49,0.98,19.68,T10984
T10986,PapaBench,1.78,146.88,24.32,Low,0.9,1.34,1.92,T10985
T10987,TACLeBench,16.88,197.12,119.28,Low,1.07,1.33,24.64,T10986
T10988,EEMBC,17.66,89.28,68.18,High,1.06,0.82,42.03,T10987
T10989,PapaBench,1.21,41.97,34.1,Low,0.84,1.03,1.03,T10988
T10990,MiBench,22.85,483.4,292.11,High,1.3,1.25,38.16,T10989
T10991,TACLeBench,13.93,170.69,50.19,High,0.92,1.02,11.28,T4658
T10992,PapaBench,4.14,248.33,22.91,Low,0.93,1.26,4.31,T10991
T10993,PapaBench,4.0,43.15,12.78,Low,1.01,0.93,3.24,T10992
T10994,TACLeBench,10.66,171.45,119.41,High,1.46,0.87,12.26,T10993
T10995,PapaBench,2.23,138.42,20.1,Low,1.06,1.32,2.1,T10994
T10996,Malardalen,1.12,45.07,20.59,Low,1.34,1.12,0.73,T10995
T10997,TACLeBench,14.23,117.04,24.62,High,0.81,1.05,21.06,T10996
T10998,Malardalen,1.08,22.57,2.85,High,1.46,1.28,0.67,T10997
T10999,TACLeBench,18.66,159.54,81.81,Low,1.31,1.15,25.94,T10998
T11000,Malardalen,0.8,72.58,29.06,High,1.43,1.08,0.66,T10999
T11001,EEMBC,3.38,239.89,8.66,High,1.13,1.4,5.1,T222
T11002,Malardalen,1.15,83.42,8.47,Low,1.2,1.39,0.62,T11001
T11003,EEMBC,18.63,78.64,66.26,High,1.19,0.86,25.34,T11002
T11004,MiBench,7.67,283.39,64.09,High,1.24,0.94,10.35,T11003
T11005,PapaBench,1.45,213.99,51.08,High,0.91,1.22,1.57,T11004
T11006,PapaBench,4.8,179.87,19.62,Low,1.46,1.29,3.07,T11005
T11007,TACLeBench,12.36,58.79,31.29,High,1.18,1.1,16.32,T11006
T11008,EEMBC,27.38,125.81,124.5,High,1.15,0.94,41.34,T11007
T11009,EEMBC,7.97,169.7,15.28,High,1.46,1.16,17.22,T11008
T11010,TACLeBench,15.95,182.55,32.26,Low,1.03,0.9,21.53,T11009
T11011,MiBench,36.25,218.61,138.58,Low,1.18,0.84,55.1,T2645
T11012,PapaBench,1.01,75.59,63.74,High,1.24,1.12,1.13,T11011
T11013,EEMBC,12.42,181.66,170.3,Low,1.22,1.31,21.24,T11012
T11014,PapaBench,3.91,99.54,74.69,High,1.47,0.97,2.85,T11013
T11015,EEMBC,1.51,297.18,59.35,High,1.32,0.97,3.76,T11014
T11016,PapaBench,4.61,191.47,38.98,High,1.06,1.33,4.38,T11015
T11017,Malardalen,0.54,82.1,56.43,Low,0.91,1.36,0.37,T11016
T11018,Malardalen,1.55,83.95,81.68,High,0.94,0.86,1.35,T11017
T11019,PapaBench,2.96,97.16,62.75,High,0.86,0.91,3.34,T11018
T11020,TACLeBench,15.54,64.43,33.33,Low,1.36,1.03,20.05,T11019
T11021,MiBench,13.56,327.51,178.41,High,1.31,1.12,26.44,T9887
T11022,TACLeBench,13.49,63.89,33.74,Low,0.98,1.38,19.16,T11021
T11023,MiBench,40.08,167.96,40.5,High,1.39,0.93,56.51,T11022
T11024,Malardalen,1.06,56.26,51.02,High,0.93,1.4,0.54,T11023
T11025,PapaBench,0.9,210.54,51.0,Low,1.31,0.85,0.82,T11024
T11026,PapaBench,2.56,228.37,93.56,High,1.06,1.38,3.02,T11025
T11027,Malardalen,1.96,56.9,39.68,High,1.28,1.12,1.82,T11026
T11028,MiBench,30.81,463.14,112.02,Low,0.98,1.21,36.05,T11027
T11029,PapaBench,1.84,139.51,113.19,Low,1.27,0.98,1.93,T11028
T11030,MiBench,38.95,207.46,77.94,Low,1.01,0.92,72.06,T11029
T11031,MiBench,8.74,200.23,96.09,High,0.97,0.99,11.71,T4052
T11032,PapaBench,4.8,234.68,38.56,Low,1.27,1.02,5.18,T11031
T11033,EEMBC,13.36,147.0,83.9,High,1.34,0.82,18.7,T11032
T11034,Malardalen,0.47,39.25,24.79,Low,1.03,0.96,0.28,T11033
T11035,EEMBC,19.57,207.55,195.47,Low,0.89,1.2,43.45,T11034
T11036,Malardalen,1.01,75.44,26.19,High,0.86,0.87,0.63,T11035
T11037,Malardalen,0.98,11.68,10.22,High,0.9,1.09,0.92,T11036
T11038,PapaBench,3.48,57.88,8.93,High,0.83,1.37,2.19,T11037
T11039,TACLeBench,13.18,117.51,26.87,High,0.9,0.86,13.71,T11038
T11040,MiBench,34.46,299.18,168.35,High,1.08,1.32,42.04,T11039
T11041,MiBench,20.92,258.72,234.7,Low,0.94,1.23,37.87,T10135
T11042,EEMBC,19.18,238.92,87.73,Low,1.28,1.03,25.7,T11041
T11043,MiBench,6.06,165.55,118.79,Low,0.93,1.34,7.64,T11042
T11044,EEMBC,3.11,264.25,241.84,Low,0.99,0.93,4.35,T11043
T11045,TACLeBench,19.87,145.4,64.32,Low,1.09,0.9,28.81,T11044
T11046,MiBench,15.25,312.1,69.98,High,1.29,1.16,26.23,T11045
T11047,PapaBench,4.59,231.58,213.35,Low,1.49,1.27,4.13,T11046
T11048,Malardalen,0.84,81.39,31.18,High,0.85,1.36,0.82,T11047
T11049,MiBench,28.17,203.74,88.5,Low,0.92,0.99,50.71,T11048
T11050,EEMBC,19.65,268.13,261.24,High,1.09,0.96,43.62,T11049
T11051,MiBench,9.5,485.41,46.11,Low,0.98,1.0,18.34,T10335
T11052,Malardalen,1.18,65.99,10.76,High,0.97,1.13,1.11,T11051
T11053,MiBench,49.7,226.71,175.39,Low,0.82,1.29,83.5,T11052
T11054,MiBench,31.19,204.84,193.59,Low,1.13,1.18,46.16,T11053
T11055,MiBench,39.79,149.43,113.64,Low,0.86,1.31,44.56,T11054
T11056,Malardalen,1.35,49.86,45.15,High,1.37,1.22,1.22,T11055
T11057,MiBench,21.0,257.81,133.35,High,0.84,1.12,34.23,T11056
T11058,Malardalen,0.68,21.31,2.68,High,1.36,1.09,0.37,T11057
T11059,TACLeBench,17.92,144.73,127.47,Low,1.05,1.03,26.7,T11058
T11060,PapaBench,0.78,193.17,72.62,High,1.32,1.38,0.51,T11059
T11061,PapaBench,2.2,98.9,92.65,Low,0.99,1.13,2.46,T315
T11062,Malardalen,1.16,48.4,25.89,High,1.47,1.14,0.75,T11061
T11063,PapaBench,4.59,53.74,9.61,High,1.02,1.19,3.08,T11062
T11064,Malardalen,1.78,16.18,5.93,Low,0.84,1.13,1.46,T11063
T11065,EEMBC,9.58,76.38,32.05,High,1.21,0.95,13.99,T11064
T11066,PapaBench,2.76,214.83,39.27,High,1.12,1.29,2.7,T11065
T11067,MiBench,39.05,230.23,153.95,Low,1.09,0.98,66.78,T11066
T11068,Malardalen,1.82,18.9,16.49,Low,0.95,1.36,1.77,T11067
T11069,PapaBench,0.54,232.52,89.87,High,1.24,1.38,0.48,T11068
T11070,Malardalen,1.66,11.85,7.1,Low,1.37,1.17,1.29,T11069
T11071,PapaBench,3.93,95.64,70.41,Low,1.26,1.27,4.17,T5911
T11072,EEMBC,28.51,113.37,92.84,High,1.11,1.06,47.61,T11071
T11073,Malardalen,0.53,83.59,41.03,High,0.87,0.97,0.52,T11072
T11074,EEMBC,18.58,210.53,115.46,Low,0.97,1.08,35.49,T11073
T11075,EEMBC,20.43,238.04,207.54,High,0.83,1.37,49.85,T11074
T11076,Malardalen,1.18,20.44,12.42,High,1.46,1.38,0.78,T11075
T11077,EEMBC,19.0,94.82,93.85,High,1.12,1.22,37.62,T11076
T11078,TACLeBench,3.2,187.04,173.12,High,1.35,1.04,4.67,T11077
T11079,TACLeBench,1.9,73.56,26.21,Low,1.1,1.26,2.03,T11078
T11080,MiBench,48.29,101.4,64.05,Low,1.43,0.98,79.2,T11079
T11081,MiBench,34.09,264.28,246.86,Low,0.93,0.85,50.79,T3613
T11082,PapaBench,2.02,190.43,119.41,Low,1.36,1.32,2.0,T11081
